Vial,Date,Run,Well,Sample.Type,Concentration
544,20190515,1,F5,Sample,
544,20190515,1,F6,Sample,
547,20190515,1,F7,Sample,
547,20190515,1,F8,Sample,
547,20190515,1,F9,Sample,
551,20190515,1,F10,Sample,
551,20190515,1,F11,Sample,
551,20190515,1,F12,Sample,
554,20190515,1,G1,Sample,
554,20190515,1,G2,Sample,
554,20190515,1,G3,Sample,
557,20190515,1,G4,Sample,
557,20190515,1,G5,Sample,
557,20190515,1,G6,Sample,
560,20190515,1,G7,Sample,
560,20190515,1,G8,Sample,
560,20190515,1,G9,Sample,
563,20190515,1,G10,Sample,
563,20190515,1,G11,Sample,
563,20190515,1,G12,Sample,
566,20190515,1,H1,Sample,
566,20190515,1,H2,Sample,
566,20190515,1,H3,Sample,
569,20190515,1,H4,Sample,
569,20190515,1,H5,Sample,
569,20190515,1,H6,Sample,
572,20190515,1,H7,Sample,
572,20190515,1,H8,Sample,
572,20190515,1,H9,Sample,
575,20190515,1,H10,Sample,
575,20190515,1,H11,Sample,
575,20190515,1,H12,Sample,
653,20190515,2,A1,Sample,
653,20190515,2,A2,Sample,
653,20190515,2,A3,Sample,
656,20190515,2,A4,Sample,
656,20190515,2,A5,Sample,
656,20190515,2,A6,Sample,
659,20190515,2,A7,Sample,
659,20190515,2,A8,Sample,
659,20190515,2,A9,Sample,
702,20190515,2,A10,Sample,
702,20190515,2,A11,Sample,
702,20190515,2,A12,Sample,
705,20190515,2,B1,Sample,
705,20190515,2,B2,Sample,
705,20190515,2,B3,Sample,
708,20190515,2,B4,Sample,
708,20190515,2,B5,Sample,
708,20190515,2,B6,Sample,
711,20190515,2,B7,Sample,
711,20190515,2,B8,Sample,
711,20190515,2,B9,Sample,
714,20190515,2,B10,Sample,
714,20190515,2,B11,Sample,
714,20190515,2,B12,Sample,
717,20190515,2,C1,Sample,
717,20190515,2,C2,Sample,
717,20190515,2,C3,Sample,
720,20190515,2,C4,Sample,
720,20190515,2,C5,Sample,
720,20190515,2,C6,Sample,
723,20190515,2,C7,Sample,
723,20190515,2,C8,Sample,
723,20190515,2,C9,Sample,
726,20190515,2,C10,Sample,
726,20190515,2,C11,Sample,
726,20190515,2,C12,Sample,
729,20190515,2,D1,Sample,
729,20190515,2,D2,Sample,
729,20190515,2,D3,Sample,
732,20190515,2,D4,Sample,
732,20190515,2,D5,Sample,
732,20190515,2,D6,Sample,
735,20190515,2,D7,Sample,
735,20190515,2,D8,Sample,
735,20190515,2,D9,Sample,
838,20190515,2,D10,Sample,
838,20190515,2,D11,Sample,
838,20190515,2,D12,Sample,
841,20190515,2,E1,Sample,
841,20190515,2,E2,Sample,
841,20190515,2,E3,Sample,
844,20190515,2,E4,Sample,
844,20190515,2,E5,Sample,
844,20190515,2,E6,Sample,
847,20190515,2,E7,Sample,
847,20190515,2,E8,Sample,
847,20190515,2,E9,Sample,
850,20190515,2,E10,Sample,
850,20190515,2,E11,Sample,
850,20190515,2,E12,Sample,
857,20190515,2,F1,Sample,
857,20190515,2,F2,Sample,
857,20190515,2,F3,Sample,
860,20190515,2,F4,Sample,
860,20190515,2,F5,Sample,
860,20190515,2,F6,Sample,
863,20190515,2,F7,Sample,
863,20190515,2,F8,Sample,
863,20190515,2,F9,Sample,
866,20190515,2,F10,Sample,
866,20190515,2,F11,Sample,
866,20190515,2,F12,Sample,
869,20190515,2,G1,Sample,
869,20190515,2,G2,Sample,
869,20190515,2,G3,Sample,
889,20190515,2,G4,NA,
889,20190515,2,G5,NA,
889,20190515,2,G6,NA,
892,20190515,2,G7,NA,
892,20190515,2,G8,NA,
892,20190515,2,G9,NA,
895,20190515,2,G10,NA,
895,20190515,2,G11,NA,
895,20190515,2,G12,NA,
898,20190515,2,H1,NA,
898,20190515,2,H2,NA,
898,20190515,2,H3,NA,
901,20190515,2,H4,NA,
901,20190515,2,H5,NA,
901,20190515,2,H6,NA,
904,20190515,2,H7,NA,
904,20190515,2,H8,NA,
904,20190515,2,H9,NA,
907,20190515,2,H10,NA,
907,20190515,2,H11,NA,
907,20190515,2,H12,NA,
910,20190515,3,A1,Sample,
910,20190515,3,A2,Sample,
910,20190515,3,A3,Sample,
913,20190515,3,A4,Sample,
913,20190515,3,A5,Sample,
913,20190515,3,A6,Sample,
916,20190515,3,A7,Sample,
916,20190515,3,A8,Sample,
916,20190515,3,A9,Sample,
919,20190515,3,A10,Sample,
919,20190515,3,A11,Sample,
919,20190515,3,A12,Sample,
922,20190515,3,B1,Sample,
922,20190515,3,B2,Sample,
922,20190515,3,B3,Sample,
925,20190515,3,B4,Sample,
925,20190515,3,B5,Sample,
925,20190515,3,B6,Sample,
928,20190515,3,B7,Sample,
928,20190515,3,B8,Sample,
928,20190515,3,B9,Sample,
931,20190515,3,B10,Sample,
931,20190515,3,B11,Sample,
931,20190515,3,B12,Sample,
934,20190515,3,C1,Sample,
934,20190515,3,C2,Sample,
934,20190515,3,C3,Sample,
937,20190515,3,C4,Sample,
937,20190515,3,C5,Sample,
937,20190515,3,C6,Sample,
1024,20190515,3,C7,Sample,
1024,20190515,3,C8,Sample,
1024,20190515,3,C9,Sample,
1027,20190515,3,C10,Sample,
1027,20190515,3,C11,Sample,
1027,20190515,3,C12,Sample,
1030,20190515,3,D1,Sample,
1030,20190515,3,D2,Sample,
1030,20190515,3,D3,Sample,
1033,20190515,3,D4,Sample,
1033,20190515,3,D5,Sample,
1033,20190515,3,D6,Sample,
1036,20190515,3,D7,Sample,
1036,20190515,3,D8,Sample,
1036,20190515,3,D9,Sample,
1039,20190515,3,D10,Sample,
1039,20190515,3,D11,Sample,
1039,20190515,3,D12,Sample,
1042,20190515,3,E1,Sample,
1042,20190515,3,E2,Sample,
1042,20190515,3,E3,Sample,
1045,20190515,3,E4,Sample,
1045,20190515,3,E5,Sample,
1045,20190515,3,E6,Sample,
1048,20190515,3,E7,Sample,
1048,20190515,3,E8,Sample,
1048,20190515,3,E9,Sample,
1051,20190515,3,E10,Sample,
1051,20190515,3,E11,Sample,
1051,20190515,3,E12,Sample,
1054,20190515,3,F1,Sample,
1054,20190515,3,F2,Sample,
1054,20190515,3,F3,Sample,
1057,20190515,3,F4,Sample,
1057,20190515,3,F5,Sample,
1057,20190515,3,F6,Sample,
1070,20190515,3,F7,Sample,
1070,20190515,3,F8,Sample,
1070,20190515,3,F9,Sample,
1073,20190515,3,F10,Sample,
1073,20190515,3,F11,Sample,
1073,20190515,3,F12,Sample,
1076,20190515,3,G1,Sample,
1076,20190515,3,G2,Sample,
1076,20190515,3,G3,Sample,
1079,20190515,3,G4,Sample,
1079,20190515,3,G5,Sample,
1079,20190515,3,G6,Sample,
1082,20190515,3,G7,Sample,
1082,20190515,3,G8,Sample,
1082,20190515,3,G9,Sample,
1085,20190515,3,G10,Sample,
1085,20190515,3,G11,Sample,
1085,20190515,3,G12,Sample,
1088,20190515,3,H1,Sample,
1088,20190515,3,H2,Sample,
1088,20190515,3,H3,Sample,
1091,20190515,3,H4,Sample,
1091,20190515,3,H5,Sample,
1091,20190515,3,H6,Sample,
1094,20190515,3,H7,Sample,
1094,20190515,3,H8,Sample,
1094,20190515,3,H9,Sample,
NA,20190515,3,H10,Sample,
NA,20190515,3,H11,Sample,
NA,20190515,3,H12,Sample,
