"","GO_ID","gene","colors","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","GOSlim_bin","aspect"
"1","GO:0000003","Pastreoides54937","brown",NA,NA,NA,NA,NA,NA,NA,NA
"2","GO:0000018","Pastreoides22503","brown",NA,NA,NA,NA,NA,NA,NA,NA
"3","GO:0000077","Pastreoides24898","brown",NA,NA,NA,NA,NA,NA,NA,NA
"4","GO:0000082","Pastreoides03951","brown",NA,NA,NA,NA,NA,NA,NA,NA
"5","GO:0000122","Pastreoides00089","brown",NA,NA,NA,NA,NA,NA,NA,NA
"6","GO:0000122","Pastreoides01150","brown",NA,NA,NA,NA,NA,NA,NA,NA
"7","GO:0000122","Pastreoides08493","brown",NA,NA,NA,NA,NA,NA,NA,NA
"8","GO:0000122","Pastreoides20277","brown",NA,NA,NA,NA,NA,NA,NA,NA
"9","GO:0000122","Pastreoides27238","brown",NA,NA,NA,NA,NA,NA,NA,NA
"10","GO:0000122","Pastreoides38073","brown",NA,NA,NA,NA,NA,NA,NA,NA
"11","GO:0000122","Pastreoides33482","brown",NA,NA,NA,NA,NA,NA,NA,NA
"12","GO:0000126","Pastreoides10751","brown",NA,NA,NA,NA,NA,NA,NA,NA
"13","GO:0000132","Pastreoides24119","brown",NA,NA,NA,NA,NA,NA,NA,NA
"14","GO:0000139","Pastreoides13607","brown",NA,NA,NA,NA,NA,NA,NA,NA
"15","GO:0000139","Pastreoides23988","brown",NA,NA,NA,NA,NA,NA,NA,NA
"16","GO:0000139","Pastreoides23988","brown",NA,NA,NA,NA,NA,NA,NA,NA
"17","GO:0000139","Pastreoides27332","brown",NA,NA,NA,NA,NA,NA,NA,NA
"18","GO:0000149","Pastreoides45686","brown",NA,NA,NA,NA,NA,NA,NA,NA
"19","GO:0000151","Pastreoides17040","brown",NA,NA,NA,NA,NA,NA,NA,NA
"20","GO:0000154","Pastreoides02208","brown",NA,NA,NA,NA,NA,NA,NA,NA
"21","GO:0000166","Pastreoides01150","brown",NA,NA,NA,NA,NA,NA,NA,NA
"22","GO:0000166","Pastreoides04543","brown",NA,NA,NA,NA,NA,NA,NA,NA
"23","GO:0000166","Pastreoides09651","brown",NA,NA,NA,NA,NA,NA,NA,NA
"24","GO:0000166","Pastreoides15601","brown",NA,NA,NA,NA,NA,NA,NA,NA
"25","GO:0000166","Pastreoides23140","brown",NA,NA,NA,NA,NA,NA,NA,NA
"26","GO:0000166","Pastreoides27238","brown",NA,NA,NA,NA,NA,NA,NA,NA
"27","GO:0000166","Pastreoides27424","brown",NA,NA,NA,NA,NA,NA,NA,NA
"28","GO:0000166","Pastreoides64459","brown",NA,NA,NA,NA,NA,NA,NA,NA
"29","GO:0000166","Pastreoides30148","brown",NA,NA,NA,NA,NA,NA,NA,NA
"30","GO:0000166","Pastreoides48679","brown",NA,NA,NA,NA,NA,NA,NA,NA
"31","GO:0000166","Pastreoides44320","brown",NA,NA,NA,NA,NA,NA,NA,NA
"32","GO:0000166","Pastreoides44320","brown",NA,NA,NA,NA,NA,NA,NA,NA
"33","GO:0000166","Pastreoides64459","brown",NA,NA,NA,NA,NA,NA,NA,NA
"34","GO:0000166","Pastreoides58843","brown",NA,NA,NA,NA,NA,NA,NA,NA
"35","GO:0000175","Pastreoides21881","brown",NA,NA,NA,NA,NA,NA,NA,NA
"36","GO:0000179","Pastreoides02208","brown",NA,NA,NA,NA,NA,NA,NA,NA
"37","GO:0000209","Pastreoides50793","brown",NA,NA,NA,NA,NA,NA,NA,NA
"38","GO:0000244","Pastreoides03239","brown",NA,NA,NA,NA,NA,NA,NA,NA
"39","GO:0000281","Pastreoides46062","brown",NA,NA,NA,NA,NA,NA,NA,NA
"40","GO:0000287","Pastreoides36848","brown",0.0335455701860349,0.990348465950992,6,30,"magnesium ion binding","MF","other molecular function","F"
"41","GO:0000287","Pastreoides32099","brown",0.0335455701860349,0.990348465950992,6,30,"magnesium ion binding","MF","other molecular function","F"
"42","GO:0000287","Pastreoides58703","brown",0.0335455701860349,0.990348465950992,6,30,"magnesium ion binding","MF","other molecular function","F"
"43","GO:0000287","Pastreoides21374","brown",0.0335455701860349,0.990348465950992,6,30,"magnesium ion binding","MF","other molecular function","F"
"44","GO:0000287","Pastreoides42462","brown",0.0335455701860349,0.990348465950992,6,30,"magnesium ion binding","MF","other molecular function","F"
"45","GO:0000287","Pastreoides21202","brown",0.0335455701860349,0.990348465950992,6,30,"magnesium ion binding","MF","other molecular function","F"
"46","GO:0000287","Pastreoides42462","brown",0.0335455701860349,0.990348465950992,6,30,"magnesium ion binding","MF","other molecular function","F"
"47","GO:0000288","Pastreoides21881","brown",NA,NA,NA,NA,NA,NA,NA,NA
"48","GO:0000301","Pastreoides12664","brown",NA,NA,NA,NA,NA,NA,NA,NA
"49","GO:0000303","Pastreoides32099","brown",NA,NA,NA,NA,NA,NA,NA,NA
"50","GO:0000320","Pastreoides29486","brown",NA,NA,NA,NA,NA,NA,NA,NA
"51","GO:0000380","Pastreoides03239","brown",NA,NA,NA,NA,NA,NA,NA,NA
"52","GO:0000398","Pastreoides02166","brown",NA,NA,NA,NA,NA,NA,NA,NA
"53","GO:0000398","Pastreoides03239","brown",NA,NA,NA,NA,NA,NA,NA,NA
"54","GO:0000412","Pastreoides02166","brown",NA,NA,NA,NA,NA,NA,NA,NA
"55","GO:0000413","Pastreoides02166","brown",NA,NA,NA,NA,NA,NA,NA,NA
"56","GO:0000447","Pastreoides18015","brown",NA,NA,NA,NA,NA,NA,NA,NA
"57","GO:0000462","Pastreoides04543","brown",NA,NA,NA,NA,NA,NA,NA,NA
"58","GO:0000463","Pastreoides18015","brown",NA,NA,NA,NA,NA,NA,NA,NA
"59","GO:0000472","Pastreoides18015","brown",NA,NA,NA,NA,NA,NA,NA,NA
"60","GO:0000480","Pastreoides18015","brown",NA,NA,NA,NA,NA,NA,NA,NA
"61","GO:0000723","Pastreoides22503","brown",NA,NA,NA,NA,NA,NA,NA,NA
"62","GO:0000724","Pastreoides30148","brown",NA,NA,NA,NA,NA,NA,NA,NA
"63","GO:0000737","Pastreoides47605","brown",NA,NA,NA,NA,NA,NA,NA,NA
"64","GO:0000776","Pastreoides03970","brown",NA,NA,NA,NA,NA,NA,NA,NA
"65","GO:0000781","Pastreoides24898","brown",NA,NA,NA,NA,NA,NA,NA,NA
"66","GO:0000781","Pastreoides22503","brown",NA,NA,NA,NA,NA,NA,NA,NA
"67","GO:0000785","Pastreoides24898","brown",NA,NA,NA,NA,NA,NA,NA,NA
"68","GO:0000785","Pastreoides38203","brown",NA,NA,NA,NA,NA,NA,NA,NA
"69","GO:0000791","Pastreoides27238","brown",NA,NA,NA,NA,NA,NA,NA,NA
"70","GO:0000792","Pastreoides01150","brown",NA,NA,NA,NA,NA,NA,NA,NA
"71","GO:0000792","Pastreoides27238","brown",NA,NA,NA,NA,NA,NA,NA,NA
"72","GO:0000794","Pastreoides24898","brown",NA,NA,NA,NA,NA,NA,NA,NA
"73","GO:0000902","Pastreoides27238","brown",NA,NA,NA,NA,NA,NA,NA,NA
"74","GO:0000922","Pastreoides03970","brown",NA,NA,NA,NA,NA,NA,NA,NA
"75","GO:0000922","Pastreoides12330","brown",NA,NA,NA,NA,NA,NA,NA,NA
"76","GO:0000940","Pastreoides24119","brown",NA,NA,NA,NA,NA,NA,NA,NA
"77","GO:0000958","Pastreoides21881","brown",NA,NA,NA,NA,NA,NA,NA,NA
"78","GO:0000976","Pastreoides01150","brown",NA,NA,NA,NA,NA,NA,NA,NA
"79","GO:0000976","Pastreoides08353","brown",NA,NA,NA,NA,NA,NA,NA,NA
"80","GO:0000978","Pastreoides04914","brown",NA,NA,NA,NA,NA,NA,NA,NA
"81","GO:0000978","Pastreoides27238","brown",NA,NA,NA,NA,NA,NA,NA,NA
"82","GO:0000981","Pastreoides03971","brown",NA,NA,NA,NA,NA,NA,NA,NA
"83","GO:0000981","Pastreoides05184","brown",NA,NA,NA,NA,NA,NA,NA,NA
"84","GO:0000993","Pastreoides00089","brown",NA,NA,NA,NA,NA,NA,NA,NA
"85","GO:0001006","Pastreoides10751","brown",NA,NA,NA,NA,NA,NA,NA,NA
"86","GO:0001164","Pastreoides27238","brown",NA,NA,NA,NA,NA,NA,NA,NA
"87","GO:0001221","Pastreoides27238","brown",NA,NA,NA,NA,NA,NA,NA,NA
"88","GO:0001227","Pastreoides33482","brown",NA,NA,NA,NA,NA,NA,NA,NA
"89","GO:0001501","Pastreoides04914","brown",NA,NA,NA,NA,NA,NA,NA,NA
"90","GO:0001503","Pastreoides30196","brown",NA,NA,NA,NA,NA,NA,NA,NA
"91","GO:0001508","Pastreoides37093","brown",NA,NA,NA,NA,NA,NA,NA,NA
"92","GO:0001523","Pastreoides30632","brown",NA,NA,NA,NA,NA,NA,NA,NA
"93","GO:0001533","Pastreoides12330","brown",NA,NA,NA,NA,NA,NA,NA,NA
"94","GO:0001540","Pastreoides03082","brown",NA,NA,NA,NA,NA,NA,NA,NA
"95","GO:0001568","Pastreoides10000","brown",NA,NA,NA,NA,NA,NA,NA,NA
"96","GO:0001570","Pastreoides27238","brown",NA,NA,NA,NA,NA,NA,NA,NA
"97","GO:0001640","Pastreoides14057","brown",NA,NA,NA,NA,NA,NA,NA,NA
"98","GO:0001650","Pastreoides01041","brown",NA,NA,NA,NA,NA,NA,NA,NA
"99","GO:0001654","Pastreoides37751","brown",NA,NA,NA,NA,NA,NA,NA,NA
"100","GO:0001669","Pastreoides20277","brown",NA,NA,NA,NA,NA,NA,NA,NA
"101","GO:0001700","Pastreoides06381","brown",NA,NA,NA,NA,NA,NA,NA,NA
"102","GO:0001701","Pastreoides04914","brown",NA,NA,NA,NA,NA,NA,NA,NA
"103","GO:0001701","Pastreoides15478","brown",NA,NA,NA,NA,NA,NA,NA,NA
"104","GO:0001701","Pastreoides20277","brown",NA,NA,NA,NA,NA,NA,NA,NA
"105","GO:0001701","Pastreoides50793","brown",NA,NA,NA,NA,NA,NA,NA,NA
"106","GO:0001707","Pastreoides13592","brown",NA,NA,NA,NA,NA,NA,NA,NA
"107","GO:0001708","Pastreoides20277","brown",NA,NA,NA,NA,NA,NA,NA,NA
"108","GO:0001708","Pastreoides38073","brown",NA,NA,NA,NA,NA,NA,NA,NA
"109","GO:0001709","Pastreoides20277","brown",NA,NA,NA,NA,NA,NA,NA,NA
"110","GO:0001709","Pastreoides38073","brown",NA,NA,NA,NA,NA,NA,NA,NA
"111","GO:0001711","Pastreoides00089","brown",NA,NA,NA,NA,NA,NA,NA,NA
"112","GO:0001750","Pastreoides20277","brown",NA,NA,NA,NA,NA,NA,NA,NA
"113","GO:0001751","Pastreoides20277","brown",NA,NA,NA,NA,NA,NA,NA,NA
"114","GO:0001751","Pastreoides38073","brown",NA,NA,NA,NA,NA,NA,NA,NA
"115","GO:0001763","Pastreoides12330","brown",NA,NA,NA,NA,NA,NA,NA,NA
"116","GO:0001764","Pastreoides54937","brown",NA,NA,NA,NA,NA,NA,NA,NA
"117","GO:0001778","Pastreoides29772","brown",NA,NA,NA,NA,NA,NA,NA,NA
"118","GO:0001818","Pastreoides31703","brown",NA,NA,NA,NA,NA,NA,NA,NA
"119","GO:0001819","Pastreoides48403","brown",NA,NA,NA,NA,NA,NA,NA,NA
"120","GO:0001822","Pastreoides54068","brown",NA,NA,NA,NA,NA,NA,NA,NA
"121","GO:0001826","Pastreoides00089","brown",NA,NA,NA,NA,NA,NA,NA,NA
"122","GO:0001829","Pastreoides00089","brown",NA,NA,NA,NA,NA,NA,NA,NA
"123","GO:0001832","Pastreoides27238","brown",0.00910909640883346,1,2,2,"blastocyst growth","BP","developmental processes","P"
"124","GO:0001832","Pastreoides00089","brown",0.00910909640883346,1,2,2,"blastocyst growth","BP","developmental processes","P"
"125","GO:0001833","Pastreoides24898","brown",NA,NA,NA,NA,NA,NA,NA,NA
"126","GO:0001835","Pastreoides27238","brown",0.025379635870668,0.999146628868853,2,3,"blastocyst hatching","BP","developmental processes","P"
"127","GO:0001835","Pastreoides00089","brown",0.025379635870668,0.999146628868853,2,3,"blastocyst hatching","BP","developmental processes","P"
"128","GO:0001837","Pastreoides38073","brown",NA,NA,NA,NA,NA,NA,NA,NA
"129","GO:0001872","Pastreoides15934","brown",NA,NA,NA,NA,NA,NA,NA,NA
"130","GO:0001879","Pastreoides15934","brown",NA,NA,NA,NA,NA,NA,NA,NA
"131","GO:0001889","Pastreoides08493","brown",NA,NA,NA,NA,NA,NA,NA,NA
"132","GO:0001889","Pastreoides20277","brown",NA,NA,NA,NA,NA,NA,NA,NA
"133","GO:0001889","Pastreoides23785","brown",NA,NA,NA,NA,NA,NA,NA,NA
"134","GO:0001889","Pastreoides27238","brown",NA,NA,NA,NA,NA,NA,NA,NA
"135","GO:0001890","Pastreoides29486","brown",NA,NA,NA,NA,NA,NA,NA,NA
"136","GO:0001894","Pastreoides38073","brown",NA,NA,NA,NA,NA,NA,NA,NA
"137","GO:0001933","Pastreoides36628","brown",NA,NA,NA,NA,NA,NA,NA,NA
"138","GO:0001934","Pastreoides06381","brown",NA,NA,NA,NA,NA,NA,NA,NA
"139","GO:0001934","Pastreoides15601","brown",NA,NA,NA,NA,NA,NA,NA,NA
"140","GO:0001934","Pastreoides39538","brown",NA,NA,NA,NA,NA,NA,NA,NA
"141","GO:0001937","Pastreoides36084","brown",NA,NA,NA,NA,NA,NA,NA,NA
"142","GO:0001941","Pastreoides04631","brown",NA,NA,NA,NA,NA,NA,NA,NA
"143","GO:0001947","Pastreoides04631","brown",NA,NA,NA,NA,NA,NA,NA,NA
"144","GO:0001947","Pastreoides20277","brown",NA,NA,NA,NA,NA,NA,NA,NA
"145","GO:0001958","Pastreoides30277","brown",NA,NA,NA,NA,NA,NA,NA,NA
"146","GO:0001974","Pastreoides04914","brown",NA,NA,NA,NA,NA,NA,NA,NA
"147","GO:0001974","Pastreoides20277","brown",NA,NA,NA,NA,NA,NA,NA,NA
"148","GO:0001988","Pastreoides36628","brown",NA,NA,NA,NA,NA,NA,NA,NA
"149","GO:0001990","Pastreoides21071","brown",NA,NA,NA,NA,NA,NA,NA,NA
"150","GO:0002009","Pastreoides47605","brown",NA,NA,NA,NA,NA,NA,NA,NA
"151","GO:0002020","Pastreoides03819","brown",NA,NA,NA,NA,NA,NA,NA,NA
"152","GO:0002027","Pastreoides18070","brown",NA,NA,NA,NA,NA,NA,NA,NA
"153","GO:0002039","Pastreoides27238","brown",NA,NA,NA,NA,NA,NA,NA,NA
"154","GO:0002040","Pastreoides20277","brown",NA,NA,NA,NA,NA,NA,NA,NA
"155","GO:0002052","Pastreoides10000","brown",NA,NA,NA,NA,NA,NA,NA,NA
"156","GO:0002052","Pastreoides20277","brown",NA,NA,NA,NA,NA,NA,NA,NA
"157","GO:0002053","Pastreoides04631","brown",NA,NA,NA,NA,NA,NA,NA,NA
"158","GO:0002076","Pastreoides04631","brown",NA,NA,NA,NA,NA,NA,NA,NA
"159","GO:0002084","Pastreoides03047","brown",NA,NA,NA,NA,NA,NA,NA,NA
"160","GO:0002119","Pastreoides17040","brown",NA,NA,NA,NA,NA,NA,NA,NA
"161","GO:0002181","Pastreoides03970","brown",NA,NA,NA,NA,NA,NA,NA,NA
"162","GO:0002193","Pastreoides38073","brown",NA,NA,NA,NA,NA,NA,NA,NA
"163","GO:0002213","Pastreoides10000","brown",NA,NA,NA,NA,NA,NA,NA,NA
"164","GO:0002232","Pastreoides36084","brown",NA,NA,NA,NA,NA,NA,NA,NA
"165","GO:0002238","Pastreoides03082","brown",NA,NA,NA,NA,NA,NA,NA,NA
"166","GO:0002244","Pastreoides17999","brown",NA,NA,NA,NA,NA,NA,NA,NA
"167","GO:0002437","Pastreoides20277","brown",NA,NA,NA,NA,NA,NA,NA,NA
"168","GO:0002526","Pastreoides36084","brown",NA,NA,NA,NA,NA,NA,NA,NA
"169","GO:0002540","Pastreoides36084","brown",NA,NA,NA,NA,NA,NA,NA,NA
"170","GO:0002687","Pastreoides03082","brown",NA,NA,NA,NA,NA,NA,NA,NA
"171","GO:0002730","Pastreoides03082","brown",NA,NA,NA,NA,NA,NA,NA,NA
"172","GO:0002735","Pastreoides53023","brown",NA,NA,NA,NA,NA,NA,NA,NA
"173","GO:0002752","Pastreoides03082","brown",NA,NA,NA,NA,NA,NA,NA,NA
"174","GO:0002755","Pastreoides03082","brown",NA,NA,NA,NA,NA,NA,NA,NA
"175","GO:0002785","Pastreoides34983","brown",NA,NA,NA,NA,NA,NA,NA,NA
"176","GO:0003012","Pastreoides06690","brown",NA,NA,NA,NA,NA,NA,NA,NA
"177","GO:0003014","Pastreoides21071","brown",NA,NA,NA,NA,NA,NA,NA,NA
"178","GO:0003014","Pastreoides54068","brown",NA,NA,NA,NA,NA,NA,NA,NA
"179","GO:0003151","Pastreoides27238","brown",NA,NA,NA,NA,NA,NA,NA,NA
"180","GO:0003151","Pastreoides38073","brown",NA,NA,NA,NA,NA,NA,NA,NA
"181","GO:0003160","Pastreoides20277","brown",NA,NA,NA,NA,NA,NA,NA,NA
"182","GO:0003162","Pastreoides20277","brown",NA,NA,NA,NA,NA,NA,NA,NA
"183","GO:0003169","Pastreoides20277","brown",NA,NA,NA,NA,NA,NA,NA,NA
"184","GO:0003180","Pastreoides20277","brown",NA,NA,NA,NA,NA,NA,NA,NA
"185","GO:0003180","Pastreoides38073","brown",NA,NA,NA,NA,NA,NA,NA,NA
"186","GO:0003181","Pastreoides20277","brown",NA,NA,NA,NA,NA,NA,NA,NA
"187","GO:0003182","Pastreoides20277","brown",NA,NA,NA,NA,NA,NA,NA,NA
"188","GO:0003184","Pastreoides20277","brown",NA,NA,NA,NA,NA,NA,NA,NA
"189","GO:0003184","Pastreoides38073","brown",NA,NA,NA,NA,NA,NA,NA,NA
"190","GO:0003192","Pastreoides38073","brown",NA,NA,NA,NA,NA,NA,NA,NA
"191","GO:0003197","Pastreoides38073","brown",NA,NA,NA,NA,NA,NA,NA,NA
"192","GO:0003198","Pastreoides20277","brown",NA,NA,NA,NA,NA,NA,NA,NA
"193","GO:0003208","Pastreoides38073","brown",NA,NA,NA,NA,NA,NA,NA,NA
"194","GO:0003213","Pastreoides20277","brown",NA,NA,NA,NA,NA,NA,NA,NA
"195","GO:0003214","Pastreoides20277","brown",NA,NA,NA,NA,NA,NA,NA,NA
"196","GO:0003219","Pastreoides20277","brown",NA,NA,NA,NA,NA,NA,NA,NA
"197","GO:0003222","Pastreoides04914","brown",NA,NA,NA,NA,NA,NA,NA,NA
"198","GO:0003222","Pastreoides20277","brown",NA,NA,NA,NA,NA,NA,NA,NA
"199","GO:0003226","Pastreoides04914","brown",NA,NA,NA,NA,NA,NA,NA,NA
"200","GO:0003241","Pastreoides20277","brown",NA,NA,NA,NA,NA,NA,NA,NA
"201","GO:0003252","Pastreoides20277","brown",NA,NA,NA,NA,NA,NA,NA,NA
"202","GO:0003256","Pastreoides20277","brown",NA,NA,NA,NA,NA,NA,NA,NA
"203","GO:0003270","Pastreoides20277","brown",NA,NA,NA,NA,NA,NA,NA,NA
"204","GO:0003273","Pastreoides20277","brown",NA,NA,NA,NA,NA,NA,NA,NA
"205","GO:0003281","Pastreoides27238","brown",NA,NA,NA,NA,NA,NA,NA,NA
"206","GO:0003332","Pastreoides20277","brown",NA,NA,NA,NA,NA,NA,NA,NA
"207","GO:0003333","Pastreoides05928","brown",NA,NA,NA,NA,NA,NA,NA,NA
"208","GO:0003344","Pastreoides20277","brown",NA,NA,NA,NA,NA,NA,NA,NA
"209","GO:0003407","Pastreoides27238","brown",NA,NA,NA,NA,NA,NA,NA,NA
"210","GO:0003674","Pastreoides35850","brown",NA,NA,NA,NA,NA,NA,NA,NA
"211","GO:0003674","Pastreoides18015","brown",NA,NA,NA,NA,NA,NA,NA,NA
"212","GO:0003674","Pastreoides53499","brown",NA,NA,NA,NA,NA,NA,NA,NA
"213","GO:0003676","Pastreoides04543","brown",NA,NA,NA,NA,NA,NA,NA,NA
"214","GO:0003676","Pastreoides27424","brown",NA,NA,NA,NA,NA,NA,NA,NA
"215","GO:0003676","Pastreoides64459","brown",NA,NA,NA,NA,NA,NA,NA,NA
"216","GO:0003676","Pastreoides38542","brown",NA,NA,NA,NA,NA,NA,NA,NA
"217","GO:0003676","Pastreoides44320","brown",NA,NA,NA,NA,NA,NA,NA,NA
"218","GO:0003676","Pastreoides44320","brown",NA,NA,NA,NA,NA,NA,NA,NA
"219","GO:0003676","Pastreoides53023","brown",NA,NA,NA,NA,NA,NA,NA,NA
"220","GO:0003676","Pastreoides49184","brown",NA,NA,NA,NA,NA,NA,NA,NA
"221","GO:0003676","Pastreoides49184","brown",NA,NA,NA,NA,NA,NA,NA,NA
"222","GO:0003676","Pastreoides52987","brown",NA,NA,NA,NA,NA,NA,NA,NA
"223","GO:0003676","Pastreoides63879","brown",NA,NA,NA,NA,NA,NA,NA,NA
"224","GO:0003676","Pastreoides63879","brown",NA,NA,NA,NA,NA,NA,NA,NA
"225","GO:0003676","Pastreoides64459","brown",NA,NA,NA,NA,NA,NA,NA,NA
"226","GO:0003677","Pastreoides01150","brown",NA,NA,NA,NA,NA,NA,NA,NA
"227","GO:0003677","Pastreoides02787","brown",NA,NA,NA,NA,NA,NA,NA,NA
"228","GO:0003677","Pastreoides02787","brown",NA,NA,NA,NA,NA,NA,NA,NA
"229","GO:0003677","Pastreoides02787","brown",NA,NA,NA,NA,NA,NA,NA,NA
"230","GO:0003677","Pastreoides03826","brown",NA,NA,NA,NA,NA,NA,NA,NA
"231","GO:0003677","Pastreoides03826","brown",NA,NA,NA,NA,NA,NA,NA,NA
"232","GO:0003677","Pastreoides03971","brown",NA,NA,NA,NA,NA,NA,NA,NA
"233","GO:0003677","Pastreoides18624","brown",NA,NA,NA,NA,NA,NA,NA,NA
"234","GO:0003677","Pastreoides05184","brown",NA,NA,NA,NA,NA,NA,NA,NA
"235","GO:0003677","Pastreoides08493","brown",NA,NA,NA,NA,NA,NA,NA,NA
"236","GO:0003677","Pastreoides08493","brown",NA,NA,NA,NA,NA,NA,NA,NA
"237","GO:0003677","Pastreoides22100","brown",NA,NA,NA,NA,NA,NA,NA,NA
"238","GO:0003677","Pastreoides22100","brown",NA,NA,NA,NA,NA,NA,NA,NA
"239","GO:0003677","Pastreoides30148","brown",NA,NA,NA,NA,NA,NA,NA,NA
"240","GO:0003677","Pastreoides44320","brown",NA,NA,NA,NA,NA,NA,NA,NA
"241","GO:0003677","Pastreoides38349","brown",NA,NA,NA,NA,NA,NA,NA,NA
"242","GO:0003677","Pastreoides38349","brown",NA,NA,NA,NA,NA,NA,NA,NA
"243","GO:0003677","Pastreoides44320","brown",NA,NA,NA,NA,NA,NA,NA,NA
"244","GO:0003677","Pastreoides64459","brown",NA,NA,NA,NA,NA,NA,NA,NA
"245","GO:0003677","Pastreoides64459","brown",NA,NA,NA,NA,NA,NA,NA,NA
"246","GO:0003678","Pastreoides01150","brown",NA,NA,NA,NA,NA,NA,NA,NA
"247","GO:0003682","Pastreoides02166","brown",NA,NA,NA,NA,NA,NA,NA,NA
"248","GO:0003682","Pastreoides03826","brown",NA,NA,NA,NA,NA,NA,NA,NA
"249","GO:0003682","Pastreoides08493","brown",NA,NA,NA,NA,NA,NA,NA,NA
"250","GO:0003682","Pastreoides10000","brown",NA,NA,NA,NA,NA,NA,NA,NA
"251","GO:0003682","Pastreoides30148","brown",NA,NA,NA,NA,NA,NA,NA,NA
"252","GO:0003682","Pastreoides38203","brown",NA,NA,NA,NA,NA,NA,NA,NA
"253","GO:0003682","Pastreoides17070","brown",NA,NA,NA,NA,NA,NA,NA,NA
"254","GO:0003682","Pastreoides27238","brown",NA,NA,NA,NA,NA,NA,NA,NA
"255","GO:0003682","Pastreoides38073","brown",NA,NA,NA,NA,NA,NA,NA,NA
"256","GO:0003684","Pastreoides50793","brown",NA,NA,NA,NA,NA,NA,NA,NA
"257","GO:0003697","Pastreoides30148","brown",NA,NA,NA,NA,NA,NA,NA,NA
"258","GO:0003700","Pastreoides03971","brown",NA,NA,NA,NA,NA,NA,NA,NA
"259","GO:0003700","Pastreoides05184","brown",NA,NA,NA,NA,NA,NA,NA,NA
"260","GO:0003712","Pastreoides03826","brown",NA,NA,NA,NA,NA,NA,NA,NA
"261","GO:0003713","Pastreoides20277","brown",NA,NA,NA,NA,NA,NA,NA,NA
"262","GO:0003713","Pastreoides10000","brown",NA,NA,NA,NA,NA,NA,NA,NA
"263","GO:0003713","Pastreoides27238","brown",NA,NA,NA,NA,NA,NA,NA,NA
"264","GO:0003714","Pastreoides27238","brown",NA,NA,NA,NA,NA,NA,NA,NA
"265","GO:0003723","Pastreoides00166","brown",NA,NA,NA,NA,NA,NA,NA,NA
"266","GO:0003723","Pastreoides02208","brown",NA,NA,NA,NA,NA,NA,NA,NA
"267","GO:0003723","Pastreoides03239","brown",NA,NA,NA,NA,NA,NA,NA,NA
"268","GO:0003723","Pastreoides27424","brown",NA,NA,NA,NA,NA,NA,NA,NA
"269","GO:0003723","Pastreoides21450","brown",NA,NA,NA,NA,NA,NA,NA,NA
"270","GO:0003723","Pastreoides21450","brown",NA,NA,NA,NA,NA,NA,NA,NA
"271","GO:0003723","Pastreoides53023","brown",NA,NA,NA,NA,NA,NA,NA,NA
"272","GO:0003723","Pastreoides47605","brown",NA,NA,NA,NA,NA,NA,NA,NA
"273","GO:0003724","Pastreoides04543","brown",NA,NA,NA,NA,NA,NA,NA,NA
"274","GO:0003724","Pastreoides53023","brown",NA,NA,NA,NA,NA,NA,NA,NA
"275","GO:0003725","Pastreoides53023","brown",NA,NA,NA,NA,NA,NA,NA,NA
"276","GO:0003735","Pastreoides21450","brown",0.00144219878641513,0.999972573075775,3,4,"structural constituent of ribosome","MF","other molecular function","F"
"277","GO:0003735","Pastreoides27519","brown",0.00144219878641513,0.999972573075775,3,4,"structural constituent of ribosome","MF","other molecular function","F"
"278","GO:0003735","Pastreoides21542","brown",0.00144219878641513,0.999972573075775,3,4,"structural constituent of ribosome","MF","other molecular function","F"
"279","GO:0003743","Pastreoides00166","brown",NA,NA,NA,NA,NA,NA,NA,NA
"280","GO:0003755","Pastreoides02166","brown",NA,NA,NA,NA,NA,NA,NA,NA
"281","GO:0003755","Pastreoides02166","brown",NA,NA,NA,NA,NA,NA,NA,NA
"282","GO:0003777","Pastreoides13753","brown",NA,NA,NA,NA,NA,NA,NA,NA
"283","GO:0003777","Pastreoides13753","brown",NA,NA,NA,NA,NA,NA,NA,NA
"284","GO:0003777","Pastreoides13753","brown",NA,NA,NA,NA,NA,NA,NA,NA
"285","GO:0003779","Pastreoides03540","brown",NA,NA,NA,NA,NA,NA,NA,NA
"286","GO:0003779","Pastreoides46364","brown",NA,NA,NA,NA,NA,NA,NA,NA
"287","GO:0003779","Pastreoides46364","brown",NA,NA,NA,NA,NA,NA,NA,NA
"288","GO:0003824","Pastreoides36948","brown",0.00749603433366194,0.996794649705655,17,112,"catalytic activity","MF","other molecular function","F"
"289","GO:0003824","Pastreoides15480","brown",0.00749603433366194,0.996794649705655,17,112,"catalytic activity","MF","other molecular function","F"
"290","GO:0003824","Pastreoides30196","brown",0.00749603433366194,0.996794649705655,17,112,"catalytic activity","MF","other molecular function","F"
"291","GO:0003824","Pastreoides15527","brown",0.00749603433366194,0.996794649705655,17,112,"catalytic activity","MF","other molecular function","F"
"292","GO:0003824","Pastreoides32099","brown",0.00749603433366194,0.996794649705655,17,112,"catalytic activity","MF","other molecular function","F"
"293","GO:0003824","Pastreoides51631","brown",0.00749603433366194,0.996794649705655,17,112,"catalytic activity","MF","other molecular function","F"
"294","GO:0003824","Pastreoides49786","brown",0.00749603433366194,0.996794649705655,17,112,"catalytic activity","MF","other molecular function","F"
