Sample.ID	Meth_Status	Feature	percent	Coral.ID	History	LifeStage	Group	Origin	Treatment	Transplant	Col_Life
365	L-1059	All_CpGs	Downstream_Flanks	4.79	R-15-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-15-A_Larvae
366	L-1059	Methylated	CDS	8.37	R-15-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-15-A_Larvae
367	L-1059	Methylated	Introns	29.56	R-15-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-15-A_Larvae
368	L-1059	Methylated	Upstream_Flanks	3.28	R-15-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-15-A_Larvae
369	L-1059	Methylated	Intergenic	56.06	R-15-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-15-A_Larvae
370	L-1059	Methylated	Downstream_Flanks	2.73	R-15-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-15-A_Larvae
371	L-1059	Sparsely_Methylated	CDS	6.74	R-15-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-15-A_Larvae
372	L-1059	Sparsely_Methylated	Introns	21.6	R-15-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-15-A_Larvae
373	L-1059	Sparsely_Methylated	Upstream_Flanks	5.57	R-15-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-15-A_Larvae
374	L-1059	Sparsely_Methylated	Intergenic	61.56	R-15-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-15-A_Larvae
375	L-1059	Sparsely_Methylated	Downstream_Flanks	4.52	R-15-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-15-A_Larvae
376	L-1059	Unmethylated	CDS	8.25	R-15-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-15-A_Larvae
377	L-1059	Unmethylated	Introns	19.37	R-15-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-15-A_Larvae
378	L-1059	Unmethylated	Upstream_Flanks	6.38	R-15-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-15-A_Larvae
379	L-1059	Unmethylated	Intergenic	61	R-15-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-15-A_Larvae
380	L-1059	Unmethylated	Downstream_Flanks	5	R-15-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-15-A_Larvae
381	L-1093	All_CpGs	CDS	8.17	R-19-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-19-A_Larvae
382	L-1093	All_CpGs	Introns	20.54	R-19-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-19-A_Larvae
383	L-1093	All_CpGs	Upstream_Flanks	6.01	R-19-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-19-A_Larvae
384	L-1093	All_CpGs	Intergenic	60.54	R-19-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-19-A_Larvae
385	L-1093	All_CpGs	Downstream_Flanks	4.74	R-19-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-19-A_Larvae
386	L-1093	Methylated	CDS	8.1	R-19-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-19-A_Larvae
387	L-1093	Methylated	Introns	29.85	R-19-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-19-A_Larvae
388	L-1093	Methylated	Upstream_Flanks	3.18	R-19-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-19-A_Larvae
389	L-1093	Methylated	Intergenic	56.1	R-19-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-19-A_Larvae
390	L-1093	Methylated	Downstream_Flanks	2.76	R-19-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-19-A_Larvae
391	L-1093	Sparsely_Methylated	CDS	7.02	R-19-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-19-A_Larvae
392	L-1093	Sparsely_Methylated	Introns	21.11	R-19-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-19-A_Larvae
393	L-1093	Sparsely_Methylated	Upstream_Flanks	5.71	R-19-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-19-A_Larvae
394	L-1093	Sparsely_Methylated	Intergenic	61.55	R-19-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-19-A_Larvae
395	L-1093	Sparsely_Methylated	Downstream_Flanks	4.61	R-19-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-19-A_Larvae
396	L-1093	Unmethylated	CDS	8.26	R-19-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-19-A_Larvae
397	L-1093	Unmethylated	Introns	19.51	R-19-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-19-A_Larvae
398	L-1093	Unmethylated	Upstream_Flanks	6.33	R-19-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-19-A_Larvae
399	L-1093	Unmethylated	Intergenic	60.95	R-19-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-19-A_Larvae
400	L-1093	Unmethylated	Downstream_Flanks	4.95	R-19-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-19-A_Larvae
401	L-1257	All_CpGs	CDS	7.72	P-19-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-19-A_Larvae
402	L-1257	All_CpGs	Introns	20.23	P-19-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-19-A_Larvae
403	L-1257	All_CpGs	Upstream_Flanks	6.13	P-19-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-19-A_Larvae
404	L-1257	All_CpGs	Intergenic	61.12	P-19-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-19-A_Larvae
405	L-1257	All_CpGs	Downstream_Flanks	4.8	P-19-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-19-A_Larvae
406	L-1257	Methylated	CDS	7.71	P-19-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-19-A_Larvae
407	L-1257	Methylated	Introns	30.11	P-19-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-19-A_Larvae
408	L-1257	Methylated	Upstream_Flanks	3.26	P-19-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-19-A_Larvae
409	L-1257	Methylated	Intergenic	56.13	P-19-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-19-A_Larvae
410	L-1257	Methylated	Downstream_Flanks	2.79	P-19-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-19-A_Larvae
411	L-1257	Sparsely_Methylated	CDS	6.91	P-19-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-19-A_Larvae
412	L-1257	Sparsely_Methylated	Introns	20.95	P-19-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-19-A_Larvae
413	L-1257	Sparsely_Methylated	Upstream_Flanks	5.69	P-19-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-19-A_Larvae
414	L-1257	Sparsely_Methylated	Intergenic	61.83	P-19-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-19-A_Larvae
415	L-1257	Sparsely_Methylated	Downstream_Flanks	4.62	P-19-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-19-A_Larvae
416	L-1257	Unmethylated	CDS	7.76	P-19-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-19-A_Larvae
417	L-1257	Unmethylated	Introns	19.15	P-19-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-19-A_Larvae
418	L-1257	Unmethylated	Upstream_Flanks	6.45	P-19-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-19-A_Larvae
419	L-1257	Unmethylated	Intergenic	61.61	P-19-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-19-A_Larvae
420	L-1257	Unmethylated	Downstream_Flanks	5.03	P-19-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-19-A_Larvae
421	L-1263	All_CpGs	CDS	7.85	R-7-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-7-A_Larvae
422	L-1263	All_CpGs	Introns	20.53	R-7-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-7-A_Larvae
423	L-1263	All_CpGs	Upstream_Flanks	6.05	R-7-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-7-A_Larvae
424	L-1263	All_CpGs	Intergenic	60.76	R-7-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-7-A_Larvae
425	L-1263	All_CpGs	Downstream_Flanks	4.81	R-7-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-7-A_Larvae
426	L-1263	Methylated	CDS	7.99	R-7-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-7-A_Larvae
427	L-1263	Methylated	Introns	30.22	R-7-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-7-A_Larvae
428	L-1263	Methylated	Upstream_Flanks	3.17	R-7-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-7-A_Larvae
429	L-1263	Methylated	Intergenic	55.9	R-7-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-7-A_Larvae
430	L-1263	Methylated	Downstream_Flanks	2.71	R-7-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-7-A_Larvae
431	L-1263	Sparsely_Methylated	CDS	6.54	R-7-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-7-A_Larvae
432	L-1263	Sparsely_Methylated	Introns	21.5	R-7-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-7-A_Larvae
433	L-1263	Sparsely_Methylated	Upstream_Flanks	5.71	R-7-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-7-A_Larvae
434	L-1263	Sparsely_Methylated	Intergenic	61.64	R-7-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-7-A_Larvae
435	L-1263	Sparsely_Methylated	Downstream_Flanks	4.61	R-7-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-7-A_Larvae
436	L-1263	Unmethylated	CDS	7.92	R-7-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-7-A_Larvae
437	L-1263	Unmethylated	Introns	19.52	R-7-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-7-A_Larvae
438	L-1263	Unmethylated	Upstream_Flanks	6.36	R-7-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-7-A_Larvae
439	L-1263	Unmethylated	Intergenic	61.17	R-7-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-7-A_Larvae
440	L-1263	Unmethylated	Downstream_Flanks	5.03	R-7-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-7-A_Larvae
441	L-562	All_CpGs	CDS	9.58	R-5-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-5-A_Larvae
442	L-562	All_CpGs	Introns	19.4	R-5-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-5-A_Larvae
443	L-562	All_CpGs	Upstream_Flanks	6.2	R-5-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-5-A_Larvae
444	L-562	All_CpGs	Intergenic	60.04	R-5-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-5-A_Larvae
445	L-562	All_CpGs	Downstream_Flanks	4.78	R-5-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-5-A_Larvae
446	L-562	Methylated	CDS	10.3	R-5-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-5-A_Larvae
447	L-562	Methylated	Introns	27.9	R-5-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-5-A_Larvae
448	L-562	Methylated	Upstream_Flanks	3.1	R-5-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-5-A_Larvae
449	L-562	Methylated	Intergenic	55.93	R-5-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-5-A_Larvae
450	L-562	Methylated	Downstream_Flanks	2.77	R-5-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-5-A_Larvae
451	L-562	Sparsely_Methylated	CDS	8.59	R-5-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-5-A_Larvae
452	L-562	Sparsely_Methylated	Introns	20.32	R-5-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-5-A_Larvae
453	L-562	Sparsely_Methylated	Upstream_Flanks	5.82	R-5-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-5-A_Larvae
454	L-562	Sparsely_Methylated	Intergenic	60.83	R-5-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-5-A_Larvae
455	L-562	Sparsely_Methylated	Downstream_Flanks	4.45	R-5-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-5-A_Larvae
456	L-562	Unmethylated	CDS	9.58	R-5-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-5-A_Larvae
457	L-562	Unmethylated	Introns	18.72	R-5-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-5-A_Larvae
458	L-562	Unmethylated	Upstream_Flanks	6.46	R-5-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-5-A_Larvae
459	L-562	Unmethylated	Intergenic	60.31	R-5-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-5-A_Larvae
460	L-562	Unmethylated	Downstream_Flanks	4.94	R-5-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-5-A_Larvae
461	L-571	All_CpGs	CDS	8.19	R-11-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-11-A_Larvae
462	L-571	All_CpGs	Introns	20.39	R-11-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-11-A_Larvae
463	L-571	All_CpGs	Upstream_Flanks	6.08	R-11-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-11-A_Larvae
464	L-571	All_CpGs	Intergenic	60.56	R-11-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-11-A_Larvae
465	L-571	All_CpGs	Downstream_Flanks	4.78	R-11-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-11-A_Larvae
466	L-571	Methylated	CDS	8.38	R-11-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-11-A_Larvae
467	L-571	Methylated	Introns	30.02	R-11-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-11-A_Larvae
468	L-571	Methylated	Upstream_Flanks	3.08	R-11-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-11-A_Larvae
469	L-571	Methylated	Intergenic	55.79	R-11-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-11-A_Larvae
470	L-571	Methylated	Downstream_Flanks	2.72	R-11-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-11-A_Larvae
471	L-571	Sparsely_Methylated	CDS	7.01	R-11-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-11-A_Larvae
472	L-571	Sparsely_Methylated	Introns	21.58	R-11-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-11-A_Larvae
473	L-571	Sparsely_Methylated	Upstream_Flanks	5.59	R-11-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-11-A_Larvae
474	L-571	Sparsely_Methylated	Intergenic	61.31	R-11-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-11-A_Larvae
475	L-571	Sparsely_Methylated	Downstream_Flanks	4.51	R-11-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-11-A_Larvae
476	L-571	Unmethylated	CDS	8.23	R-11-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-11-A_Larvae
477	L-571	Unmethylated	Introns	19.45	R-11-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-11-A_Larvae
478	L-571	Unmethylated	Upstream_Flanks	6.38	R-11-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-11-A_Larvae
479	L-571	Unmethylated	Intergenic	60.96	R-11-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-11-A_Larvae
480	L-571	Unmethylated	Downstream_Flanks	4.98	R-11-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-11-A_Larvae
481	L-661	All_CpGs	CDS	8.58	R-9-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-9-A_Larvae
482	L-661	All_CpGs	Introns	20.07	R-9-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-9-A_Larvae
483	L-661	All_CpGs	Upstream_Flanks	6.14	R-9-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-9-A_Larvae
484	L-661	All_CpGs	Intergenic	60.49	R-9-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-9-A_Larvae
485	L-661	All_CpGs	Downstream_Flanks	4.73	R-9-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-9-A_Larvae
486	L-661	Methylated	CDS	8.8	R-9-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-9-A_Larvae
487	L-661	Methylated	Introns	29.41	R-9-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-9-A_Larvae
488	L-661	Methylated	Upstream_Flanks	3.14	R-9-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-9-A_Larvae
489	L-661	Methylated	Intergenic	55.92	R-9-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-9-A_Larvae
490	L-661	Methylated	Downstream_Flanks	2.73	R-9-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-9-A_Larvae
491	L-661	Sparsely_Methylated	CDS	7.47	R-9-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-9-A_Larvae
492	L-661	Sparsely_Methylated	Introns	21.5	R-9-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-9-A_Larvae
493	L-661	Sparsely_Methylated	Upstream_Flanks	5.68	R-9-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-9-A_Larvae
494	L-661	Sparsely_Methylated	Intergenic	60.86	R-9-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-9-A_Larvae
495	L-661	Sparsely_Methylated	Downstream_Flanks	4.48	R-9-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-9-A_Larvae
496	L-661	Unmethylated	CDS	8.63	R-9-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-9-A_Larvae
497	L-661	Unmethylated	Introns	19.12	R-9-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-9-A_Larvae
498	L-661	Unmethylated	Upstream_Flanks	6.44	R-9-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-9-A_Larvae
499	L-661	Unmethylated	Intergenic	60.89	R-9-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-9-A_Larvae
500	L-661	Unmethylated	Downstream_Flanks	4.92	R-9-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-9-A_Larvae
501	L-704	All_CpGs	CDS	8.37	P-15-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-15-A_Larvae
502	L-704	All_CpGs	Introns	20.09	P-15-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-15-A_Larvae
503	L-704	All_CpGs	Upstream_Flanks	6.06	P-15-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-15-A_Larvae
504	L-704	All_CpGs	Intergenic	60.74	P-15-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-15-A_Larvae
505	L-704	All_CpGs	Downstream_Flanks	4.74	P-15-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-15-A_Larvae
506	L-704	Methylated	CDS	8.28	P-15-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-15-A_Larvae
507	L-704	Methylated	Introns	29.4	P-15-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-15-A_Larvae
508	L-704	Methylated	Upstream_Flanks	3.29	P-15-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-15-A_Larvae
509	L-704	Methylated	Intergenic	56.26	P-15-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-15-A_Larvae
510	L-704	Methylated	Downstream_Flanks	2.77	P-15-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-15-A_Larvae
511	L-704	Sparsely_Methylated	CDS	7.54	P-15-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-15-A_Larvae
512	L-704	Sparsely_Methylated	Introns	20.54	P-15-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-15-A_Larvae
513	L-704	Sparsely_Methylated	Upstream_Flanks	5.82	P-15-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-15-A_Larvae
514	L-704	Sparsely_Methylated	Intergenic	61.5	P-15-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-15-A_Larvae
515	L-704	Sparsely_Methylated	Downstream_Flanks	4.59	P-15-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-15-A_Larvae
516	L-704	Unmethylated	CDS	8.43	P-15-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-15-A_Larvae
517	L-704	Unmethylated	Introns	19.06	P-15-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-15-A_Larvae
518	L-704	Unmethylated	Upstream_Flanks	6.37	P-15-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-15-A_Larvae
519	L-704	Unmethylated	Intergenic	61.17	P-15-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-15-A_Larvae
520	L-704	Unmethylated	Downstream_Flanks	4.96	P-15-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-15-A_Larvae
521	L-728	All_CpGs	CDS	11.62	P-6-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-6-A_Larvae
522	L-728	All_CpGs	Introns	17.99	P-6-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-6-A_Larvae
523	L-728	All_CpGs	Upstream_Flanks	6.01	P-6-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-6-A_Larvae
524	L-728	All_CpGs	Intergenic	59.72	P-6-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-6-A_Larvae
525	L-728	All_CpGs	Downstream_Flanks	4.67	P-6-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-6-A_Larvae
526	L-728	Methylated	CDS	11.92	P-6-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-6-A_Larvae
527	L-728	Methylated	Introns	24.75	P-6-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-6-A_Larvae
528	L-728	Methylated	Upstream_Flanks	3.42	P-6-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-6-A_Larvae
529	L-728	Methylated	Intergenic	57.04	P-6-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-6-A_Larvae
530	L-728	Methylated	Downstream_Flanks	2.87	P-6-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-6-A_Larvae
531	L-728	Sparsely_Methylated	CDS	11.3	P-6-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-6-A_Larvae
532	L-728	Sparsely_Methylated	Introns	17.87	P-6-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-6-A_Larvae
533	L-728	Sparsely_Methylated	Upstream_Flanks	5.97	P-6-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-6-A_Larvae
534	L-728	Sparsely_Methylated	Intergenic	60.26	P-6-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-6-A_Larvae
535	L-728	Sparsely_Methylated	Downstream_Flanks	4.61	P-6-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-6-A_Larvae
536	L-728	Unmethylated	CDS	11.62	P-6-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-6-A_Larvae
537	L-728	Unmethylated	Introns	17.43	P-6-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-6-A_Larvae
538	L-728	Unmethylated	Upstream_Flanks	6.23	P-6-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-6-A_Larvae
539	L-728	Unmethylated	Intergenic	59.9	P-6-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-6-A_Larvae
540	L-728	Unmethylated	Downstream_Flanks	4.82	P-6-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-6-A_Larvae
541	L-862	All_CpGs	CDS	9.49	P-14-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-14-A_Larvae
542	L-862	All_CpGs	Introns	19.45	P-14-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-14-A_Larvae
543	L-862	All_CpGs	Upstream_Flanks	6.14	P-14-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-14-A_Larvae
