Sample.ID	Meth_Status	Feature	counts	Coral.ID	History	LifeStage	Group	Origin	Treatment	Transplant	Col_Life
373	18-454	Unmethylated	Downstream_Flanks	458035	P-12-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-12-A_Adult
374	18-454	All_CpGs	Introns	2119213	P-12-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-12-A_Adult
375	18-454	Sparsely_Methylated	Introns	120064	P-12-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-12-A_Adult
376	18-454	Sparsely_Methylated	All_Flanks	55685	P-12-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-12-A_Adult
377	18-454	Sparsely_Methylated	Upstream_Flanks	30663	P-12-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-12-A_Adult
378	18-454	Sparsely_Methylated	Intergenic	333683	P-12-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-12-A_Adult
379	18-454	Sparsely_Methylated	Downstream_Flanks	25022	P-12-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-12-A_Adult
380	18-454	Methylated	Gene	342494	P-12-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-12-A_Adult
381	18-454	Methylated	CDS	75348	P-12-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-12-A_Adult
382	18-454	Methylated	Introns	270633	P-12-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-12-A_Adult
383	18-454	Methylated	All_Flanks	56000	P-12-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-12-A_Adult
384	18-454	Methylated	Upstream_Flanks	30184	P-12-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-12-A_Adult
385	18-454	Methylated	Intergenic	516761	P-12-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-12-A_Adult
386	18-454	Methylated	Downstream_Flanks	25816	P-12-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-12-A_Adult
387	18-454	Sparsely_Methylated	Gene	160652	P-12-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-12-A_Adult
388	18-454	Sparsely_Methylated	CDS	40691	P-12-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-12-A_Adult
389	18-454	All_CpGs	All_Flanks	1160809	P-12-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-12-A_Adult
390	18-454	All_CpGs	Upstream_Flanks	651936	P-12-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-12-A_Adult
391	18-454	All_CpGs	Intergenic	6467976	P-12-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-12-A_Adult
392	18-454	All_CpGs	Downstream_Flanks	508873	P-12-A	Patch-Heated-Patch	Adult	A-PHP	Patch	Heated	Patch	P-12-A_Adult
393	18-55	Sparsely_Methylated	Intergenic	263929	R-7-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-7-A_Adult
394	18-55	Sparsely_Methylated	Downstream_Flanks	19260	R-7-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-7-A_Adult
395	18-55	Unmethylated	Gene	2004350	R-7-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-7-A_Adult
396	18-55	Unmethylated	CDS	624152	R-7-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-7-A_Adult
397	18-55	Unmethylated	Introns	1368489	R-7-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-7-A_Adult
398	18-55	Unmethylated	All_Flanks	808373	R-7-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-7-A_Adult
399	18-55	Unmethylated	Upstream_Flanks	454647	R-7-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-7-A_Adult
400	18-55	Unmethylated	Intergenic	4331514	R-7-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-7-A_Adult
401	18-55	Unmethylated	Downstream_Flanks	353726	R-7-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-7-A_Adult
402	18-55	All_CpGs	Gene	2373436	R-7-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-7-A_Adult
403	18-55	All_CpGs	CDS	712921	R-7-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-7-A_Adult
404	18-55	All_CpGs	Introns	1651591	R-7-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-7-A_Adult
405	18-55	All_CpGs	All_Flanks	888668	R-7-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-7-A_Adult
406	18-55	All_CpGs	Upstream_Flanks	498570	R-7-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-7-A_Adult
407	18-55	All_CpGs	Intergenic	4947666	R-7-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-7-A_Adult
408	18-55	All_CpGs	Downstream_Flanks	390098	R-7-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-7-A_Adult
409	18-55	Methylated	Gene	240712	R-7-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-7-A_Adult
410	18-55	Methylated	CDS	55260	R-7-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-7-A_Adult
411	18-55	Methylated	Introns	188057	R-7-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-7-A_Adult
412	18-55	Methylated	All_Flanks	37261	R-7-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-7-A_Adult
413	18-55	Methylated	Upstream_Flanks	20149	R-7-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-7-A_Adult
414	18-55	Methylated	Intergenic	352223	R-7-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-7-A_Adult
415	18-55	Methylated	Downstream_Flanks	17112	R-7-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-7-A_Adult
416	18-55	Sparsely_Methylated	Gene	128374	R-7-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-7-A_Adult
417	18-55	Sparsely_Methylated	CDS	33509	R-7-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-7-A_Adult
418	18-55	Sparsely_Methylated	Introns	95045	R-7-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-7-A_Adult
419	18-55	Sparsely_Methylated	All_Flanks	43034	R-7-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-7-A_Adult
420	18-55	Sparsely_Methylated	Upstream_Flanks	23774	R-7-A	Rim-Ambient-Patch	Adult	A-RAP	Rim	Ambient	Patch	R-7-A_Adult
421	L-1029	All_CpGs	Gene	1973820	P-4-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-4-A_Larvae
422	L-1029	All_CpGs	CDS	630712	P-4-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-4-A_Larvae
423	L-1029	All_CpGs	Introns	1335022	P-4-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-4-A_Larvae
424	L-1029	All_CpGs	All_Flanks	743022	P-4-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-4-A_Larvae
425	L-1029	All_CpGs	Upstream_Flanks	421805	P-4-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-4-A_Larvae
426	L-1029	All_CpGs	Intergenic	4125300	P-4-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-4-A_Larvae
427	L-1029	All_CpGs	Downstream_Flanks	321217	P-4-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-4-A_Larvae
428	L-1029	Methylated	Gene	200288	P-4-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-4-A_Larvae
429	L-1029	Methylated	CDS	50978	P-4-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-4-A_Larvae
430	L-1029	Methylated	Introns	151572	P-4-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-4-A_Larvae
431	L-1029	Methylated	All_Flanks	31577	P-4-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-4-A_Larvae
432	L-1029	Methylated	Upstream_Flanks	16973	P-4-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-4-A_Larvae
433	L-1029	Methylated	Intergenic	296711	P-4-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-4-A_Larvae
434	L-1029	Methylated	Downstream_Flanks	14604	P-4-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-4-A_Larvae
435	L-1029	Sparsely_Methylated	Gene	89622	P-4-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-4-A_Larvae
436	L-1029	Sparsely_Methylated	CDS	26509	P-4-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-4-A_Larvae
437	L-1029	Sparsely_Methylated	Introns	63198	P-4-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-4-A_Larvae
438	L-1029	Sparsely_Methylated	All_Flanks	32320	P-4-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-4-A_Larvae
439	L-1029	Sparsely_Methylated	Upstream_Flanks	18288	P-4-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-4-A_Larvae
440	L-1029	Sparsely_Methylated	Intergenic	190799	P-4-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-4-A_Larvae
441	L-1029	Sparsely_Methylated	Downstream_Flanks	14032	P-4-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-4-A_Larvae
442	L-1029	Unmethylated	Gene	1683910	P-4-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-4-A_Larvae
443	L-1029	Unmethylated	CDS	553225	P-4-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-4-A_Larvae
444	L-1029	Unmethylated	Introns	1120252	P-4-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-4-A_Larvae
445	L-1029	Unmethylated	All_Flanks	679125	P-4-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-4-A_Larvae
446	L-1029	Unmethylated	Upstream_Flanks	386544	P-4-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-4-A_Larvae
447	L-1029	Unmethylated	Intergenic	3637790	P-4-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-4-A_Larvae
448	L-1029	Unmethylated	Downstream_Flanks	292581	P-4-A	Patch-Ambient-Patch	Larvae	L-PAP	Patch	Ambient	Patch	P-4-A_Larvae
449	L-1038	All_CpGs	Gene	1887017	R-8-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-8-A_Larvae
450	L-1038	All_CpGs	CDS	603722	R-8-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-8-A_Larvae
451	L-1038	All_CpGs	Introns	1276066	R-8-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-8-A_Larvae
452	L-1038	All_CpGs	All_Flanks	689650	R-8-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-8-A_Larvae
453	L-1038	All_CpGs	Upstream_Flanks	386286	R-8-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-8-A_Larvae
454	L-1038	All_CpGs	Intergenic	3866350	R-8-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-8-A_Larvae
455	L-1038	All_CpGs	Downstream_Flanks	303364	R-8-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-8-A_Larvae
456	L-1038	Methylated	Gene	189968	R-8-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-8-A_Larvae
457	L-1038	Methylated	CDS	47838	R-8-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-8-A_Larvae
458	L-1038	Methylated	Introns	144330	R-8-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-8-A_Larvae
459	L-1038	Methylated	All_Flanks	30642	R-8-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-8-A_Larvae
460	L-1038	Methylated	Upstream_Flanks	16603	R-8-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-8-A_Larvae
461	L-1038	Methylated	Intergenic	285177	R-8-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-8-A_Larvae
462	L-1038	Methylated	Downstream_Flanks	14039	R-8-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-8-A_Larvae
463	L-1038	Sparsely_Methylated	Gene	92877	R-8-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-8-A_Larvae
464	L-1038	Sparsely_Methylated	CDS	26959	R-8-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-8-A_Larvae
465	L-1038	Sparsely_Methylated	Introns	66070	R-8-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-8-A_Larvae
466	L-1038	Sparsely_Methylated	All_Flanks	32551	R-8-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-8-A_Larvae
467	L-1038	Sparsely_Methylated	Upstream_Flanks	18156	R-8-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-8-A_Larvae
468	L-1038	Sparsely_Methylated	Intergenic	194592	R-8-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-8-A_Larvae
469	L-1038	Sparsely_Methylated	Downstream_Flanks	14395	R-8-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-8-A_Larvae
470	L-1038	Unmethylated	Gene	1604172	R-8-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-8-A_Larvae
471	L-1038	Unmethylated	CDS	528925	R-8-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-8-A_Larvae
472	L-1038	Unmethylated	Introns	1065666	R-8-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-8-A_Larvae
473	L-1038	Unmethylated	All_Flanks	626457	R-8-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-8-A_Larvae
474	L-1038	Unmethylated	Upstream_Flanks	351527	R-8-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-8-A_Larvae
475	L-1038	Unmethylated	Intergenic	3386581	R-8-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-8-A_Larvae
476	L-1038	Unmethylated	Downstream_Flanks	274930	R-8-A	Rim-Ambient-Patch	Larvae	L-RAP	Rim	Ambient	Patch	R-8-A_Larvae
477	L-1053	All_CpGs	Gene	2544499	P-12-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-12-A_Larvae
478	L-1053	All_CpGs	CDS	757757	P-12-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-12-A_Larvae
479	L-1053	All_CpGs	Introns	1778417	P-12-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-12-A_Larvae
480	L-1053	All_CpGs	All_Flanks	960413	P-12-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-12-A_Larvae
481	L-1053	All_CpGs	Upstream_Flanks	539934	P-12-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-12-A_Larvae
482	L-1053	All_CpGs	Intergenic	5393400	P-12-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-12-A_Larvae
483	L-1053	All_CpGs	Downstream_Flanks	420479	P-12-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-12-A_Larvae
484	L-1053	Methylated	Gene	304109	P-12-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-12-A_Larvae
485	L-1053	Methylated	CDS	69149	P-12-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-12-A_Larvae
486	L-1053	Methylated	Introns	238083	P-12-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-12-A_Larvae
487	L-1053	Methylated	All_Flanks	49957	P-12-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-12-A_Larvae
488	L-1053	Methylated	Upstream_Flanks	26716	P-12-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-12-A_Larvae
489	L-1053	Methylated	Intergenic	461360	P-12-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-12-A_Larvae
490	L-1053	Methylated	Downstream_Flanks	23241	P-12-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-12-A_Larvae
491	L-1053	Sparsely_Methylated	Gene	137294	P-12-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-12-A_Larvae
492	L-1053	Sparsely_Methylated	CDS	37707	P-12-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-12-A_Larvae
493	L-1053	Sparsely_Methylated	Introns	99549	P-12-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-12-A_Larvae
494	L-1053	Sparsely_Methylated	All_Flanks	51242	P-12-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-12-A_Larvae
495	L-1053	Sparsely_Methylated	Upstream_Flanks	28772	P-12-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-12-A_Larvae
496	L-1053	Sparsely_Methylated	Intergenic	300499	P-12-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-12-A_Larvae
497	L-1053	Sparsely_Methylated	Downstream_Flanks	22470	P-12-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-12-A_Larvae
498	L-1053	Unmethylated	Gene	2103096	P-12-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-12-A_Larvae
499	L-1053	Unmethylated	CDS	650901	P-12-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-12-A_Larvae
500	L-1053	Unmethylated	Introns	1440785	P-12-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-12-A_Larvae
501	L-1053	Unmethylated	All_Flanks	859214	P-12-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-12-A_Larvae
502	L-1053	Unmethylated	Upstream_Flanks	484446	P-12-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-12-A_Larvae
503	L-1053	Unmethylated	Intergenic	4631541	P-12-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-12-A_Larvae
504	L-1053	Unmethylated	Downstream_Flanks	374768	P-12-A	Patch-Heated-Patch	Larvae	L-PHP	Patch	Heated	Patch	P-12-A_Larvae
505	L-1059	All_CpGs	Gene	3018782	R-15-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-15-A_Larvae
506	L-1059	All_CpGs	CDS	865077	R-15-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-15-A_Larvae
507	L-1059	All_CpGs	Introns	2143379	R-15-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-15-A_Larvae
508	L-1059	All_CpGs	All_Flanks	1149873	R-15-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-15-A_Larvae
509	L-1059	All_CpGs	Upstream_Flanks	643712	R-15-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-15-A_Larvae
510	L-1059	All_CpGs	Intergenic	6402628	R-15-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-15-A_Larvae
511	L-1059	All_CpGs	Downstream_Flanks	506161	R-15-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-15-A_Larvae
512	L-1059	Methylated	Gene	319324	R-15-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-15-A_Larvae
513	L-1059	Methylated	CDS	71207	R-15-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-15-A_Larvae
514	L-1059	Methylated	Introns	251447	R-15-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-15-A_Larvae
515	L-1059	Methylated	All_Flanks	51082	R-15-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-15-A_Larvae
516	L-1059	Methylated	Upstream_Flanks	27886	R-15-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-15-A_Larvae
517	L-1059	Methylated	Intergenic	476875	R-15-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-15-A_Larvae
518	L-1059	Methylated	Downstream_Flanks	23196	R-15-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-15-A_Larvae
519	L-1059	Sparsely_Methylated	Gene	135714	R-15-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-15-A_Larvae
520	L-1059	Sparsely_Methylated	CDS	32387	R-15-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-15-A_Larvae
521	L-1059	Sparsely_Methylated	Introns	103731	R-15-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-15-A_Larvae
522	L-1059	Sparsely_Methylated	All_Flanks	48488	R-15-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-15-A_Larvae
523	L-1059	Sparsely_Methylated	Upstream_Flanks	26769	R-15-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-15-A_Larvae
524	L-1059	Sparsely_Methylated	Intergenic	295697	R-15-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-15-A_Larvae
525	L-1059	Sparsely_Methylated	Downstream_Flanks	21719	R-15-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-15-A_Larvae
526	L-1059	Unmethylated	Gene	2563744	R-15-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-15-A_Larvae
527	L-1059	Unmethylated	CDS	761483	R-15-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-15-A_Larvae
528	L-1059	Unmethylated	Introns	1788201	R-15-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-15-A_Larvae
529	L-1059	Unmethylated	All_Flanks	1050303	R-15-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-15-A_Larvae
530	L-1059	Unmethylated	Upstream_Flanks	589057	R-15-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-15-A_Larvae
531	L-1059	Unmethylated	Intergenic	5630056	R-15-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-15-A_Larvae
532	L-1059	Unmethylated	Downstream_Flanks	461246	R-15-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-15-A_Larvae
533	L-1093	All_CpGs	Gene	2873325	R-19-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-19-A_Larvae
534	L-1093	All_CpGs	CDS	815296	R-19-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-19-A_Larvae
535	L-1093	All_CpGs	Introns	2048184	R-19-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-19-A_Larvae
536	L-1093	All_CpGs	All_Flanks	1071573	R-19-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-19-A_Larvae
537	L-1093	All_CpGs	Upstream_Flanks	599246	R-19-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-19-A_Larvae
538	L-1093	All_CpGs	Intergenic	6038222	R-19-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-19-A_Larvae
539	L-1093	All_CpGs	Downstream_Flanks	472327	R-19-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-19-A_Larvae
540	L-1093	Methylated	Gene	339791	R-19-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-19-A_Larvae
541	L-1093	Methylated	CDS	73276	R-19-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-19-A_Larvae
542	L-1093	Methylated	Introns	270027	R-19-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-19-A_Larvae
543	L-1093	Methylated	All_Flanks	53806	R-19-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-19-A_Larvae
544	L-1093	Methylated	Upstream_Flanks	28803	R-19-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-19-A_Larvae
545	L-1093	Methylated	Intergenic	507483	R-19-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-19-A_Larvae
546	L-1093	Methylated	Downstream_Flanks	25003	R-19-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-19-A_Larvae
547	L-1093	Sparsely_Methylated	Gene	156871	R-19-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-19-A_Larvae
548	L-1093	Sparsely_Methylated	CDS	39173	R-19-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-19-A_Larvae
549	L-1093	Sparsely_Methylated	Introns	117710	R-19-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-19-A_Larvae
550	L-1093	Sparsely_Methylated	All_Flanks	57563	R-19-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-19-A_Larvae
551	L-1093	Sparsely_Methylated	Upstream_Flanks	31850	R-19-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-19-A_Larvae
552	L-1093	Sparsely_Methylated	Intergenic	343289	R-19-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-19-A_Larvae
553	L-1093	Sparsely_Methylated	Downstream_Flanks	25713	R-19-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-19-A_Larvae
554	L-1093	Unmethylated	Gene	2376663	R-19-A	Rim-Heated-Patch	Larvae	L-RHP	Rim	Heated	Patch	R-19-A_Larvae
